10822,"Beverages,Confections",1998-01-08
10823,"Condiments,Dairy Products,Grains/Cereals",1998-01-09
10824,"Beverages,Seafood",1998-01-09
10825,"Confections,Meat/Poultry",1998-01-09
10826,"Dairy Products,Grains/Cereals",1998-01-12
10827,"Beverages,Seafood",1998-01-12
10828,"Beverages,Confections",1998-01-13
10829,"Beverages,Condiments,Dairy Products,Seafood",1998-01-13
10830,"Beverages,Condiments,Confections,Dairy Products",1998-01-13
10831,"Beverages,Confections",1998-01-14
10832,"Condiments,Confections,Grains/Cereals,Seafood",1998-01-14
10833,"Dairy Products,Meat/Poultry,Produce",1998-01-15
10834,"Meat/Poultry,Seafood",1998-01-15
10835,"Condiments,Dairy Products",1998-01-15
10836,"Beverages,Dairy Products,Grains/Cereals",1998-01-16
10837,"Beverages,Confections,Seafood",1998-01-16
10838,"Beverages,Seafood",1998-01-19
10839,"Dairy Products,Seafood",1998-01-19
10840,"Beverages,Confections",1998-01-19
10841,"Condiments,Dairy Products,Grains/Cereals,Seafood",1998-01-20
10842,"Beverages,Confections,Dairy Products",1998-01-20
10843,Produce,1998-01-21
10844,Grains/Cereals,1998-01-21
10845,"Beverages,Grains/Cereals,Seafood",1998-01-21
10846,"Beverages,Condiments,Produce",1998-01-22
10847,"Beverages,Confections,Dairy Products,Seafood",1998-01-22
10848,"Condiments,Meat/Poultry",1998-01-23
10849,"Condiments,Confections",1998-01-23
10850,"Beverages,Confections,Dairy Products",1998-01-23
10851,"Beverages,Confections,Dairy Products,Grains/Cereals",1998-01-26
10852,"Beverages,Confections,Meat/Poultry",1998-01-26
10853,Seafood,1998-01-27
10854,Seafood,1998-01-27
10855,"Condiments,Confections,Dairy Products,Grains/Cereals",1998-01-27
10856,"Beverages,Grains/Cereals",1998-01-28
10857,"Condiments,Confections,Meat/Poultry",1998-01-28
10858,"Beverages,Confections,Produce",1998-01-29
10859,"Beverages,Grains/Cereals,Meat/Poultry",1998-01-29
10860,"Beverages,Produce",1998-01-29
10861,"Confections,Dairy Products,Meat/Poultry,Seafood",1998-01-30
10862,"Dairy Products,Grains/Cereals",1998-01-30
10863,"Beverages,Seafood",1998-02-02
10864,Beverages,1998-02-02
10865,Beverages,1998-02-02
10866,"Beverages,Seafood",1998-02-03
10867,Meat/Poultry,1998-02-03
10868,"Beverages,Confections",1998-02-04
10869,"Beverages,Confections,Dairy Products,Grains/Cereals",1998-02-04
10870,"Beverages,Produce",1998-02-04
10871,"Condiments,Confections,Meat/Poultry",1998-02-05
10872,"Condiments,Confections,Grains/Cereals,Meat/Poultry",1998-02-05
10873,"Confections,Produce",1998-02-06
10874,Seafood,1998-02-06
10875,Confections,1998-02-06
10876,"Grains/Cereals,Seafood",1998-02-09
10877,"Confections,Seafood",1998-02-09
10878,Confections,1998-02-10
10879,"Beverages,Condiments,Seafood",1998-02-10
10880,"Beverages,Condiments,Grains/Cereals",1998-02-10
10881,Seafood,1998-02-11
10882,"Confections,Grains/Cereals,Meat/Poultry",1998-02-11
10883,Beverages,1998-02-12
10884,"Condiments,Confections,Grains/Cereals",1998-02-12
10885,"Beverages,Condiments",1998-02-12
10886,"Condiments,Dairy Products,Seafood",1998-02-13
10887,Confections,1998-02-13
10888,"Beverages,Confections",1998-02-16
10889,"Beverages,Dairy Products",1998-02-16
10890,"Beverages,Meat/Poultry,Seafood",1998-02-16
10891,Seafood,1998-02-17
10892,"Dairy Products",1998-02-17
10893,"Beverages,Condiments,Meat/Poultry,Seafood",1998-02-18
10894,"Beverages,Dairy Products,Seafood",1998-02-18
10895,"Beverages,Dairy Products,Seafood",1998-02-18
10896,"Grains/Cereals,Seafood",1998-02-19
10897,"Meat/Poultry,Seafood",1998-02-19
10898,Seafood,1998-02-20
10899,Beverages,1998-02-20
10900,Beverages,1998-02-20
10901,"Dairy Products,Seafood",1998-02-23
10902,"Confections,Meat/Poultry",1998-02-23
10903,"Condiments,Confections,Seafood",1998-02-24
10904,"Confections,Seafood",1998-02-24
10905,Beverages,1998-02-24
10906,Condiments,1998-02-25
10907,Beverages,1998-02-25
10908,"Grains/Cereals,Produce",1998-02-26
10909,"Confections,Produce,Seafood",1998-02-26
10910,"Condiments,Confections",1998-02-26
10911,"Beverages,Meat/Poultry",1998-02-26
10912,"Dairy Products,Meat/Poultry",1998-02-26
10913,"Condiments,Dairy Products,Seafood",1998-02-26
10914,"Dairy Products",1998-02-27
10915,"Dairy Products,Meat/Poultry",1998-02-27
10916,"Confections,Dairy Products,Grains/Cereals",1998-02-27
10917,"Dairy Products,Seafood",1998-03-02
10918,"Beverages,Dairy Products",1998-03-02
10919,"Confections,Seafood",1998-03-02
10920,Confections,1998-03-03
10921,"Beverages,Condiments",1998-03-03
10922,"Beverages,Meat/Poultry",1998-03-03
10923,"Beverages,Grains/Cereals",1998-03-03
10924,"Beverages,Produce,Seafood",1998-03-04
10925,"Grains/Cereals,Seafood",1998-03-04
10926,"Confections,Dairy Products,Seafood",1998-03-04
10927,"Beverages,Confections,Grains/Cereals",1998-03-05
10928,"Beverages,Confections",1998-03-05
10929,"Beverages,Condiments,Confections",1998-03-05
10930,"Confections,Meat/Poultry,Seafood",1998-03-06
10931,"Grains/Cereals,Seafood",1998-03-06
10932,"Beverages,Confections,Dairy Products",1998-03-06
10933,"Condiments,Meat/Poultry",1998-03-06
10934,Condiments,1998-03-09
10935,"Beverages,Grains/Cereals,Seafood",1998-03-09
10936,Seafood,1998-03-09
10937,"Beverages,Produce",1998-03-10
10938,"Beverages,Dairy Products,Seafood",1998-03-10
10939,Beverages,1998-03-10
10940,"Produce,Seafood",1998-03-11
10941,"Confections,Dairy Products",1998-03-11
10942,Confections,1998-03-11
10943,"Grains/Cereals,Seafood",1998-03-11
10944,"Condiments,Dairy Products,Grains/Cereals",1998-03-12
10945,"Dairy Products,Seafood",1998-03-12
10946,"Beverages,Condiments,Seafood",1998-03-12
10947,"Dairy Products",1998-03-13
10948,"Confections,Meat/Poultry,Produce",1998-03-13
10949,"Condiments,Confections,Meat/Poultry,Seafood",1998-03-13
10950,Condiments,1998-03-16
10951,"Beverages,Dairy Products,Seafood",1998-03-16
10952,"Condiments,Produce",1998-03-16
10953,"Confections,Dairy Products",1998-03-16
10954,"Confections,Dairy Products,Seafood",1998-03-17
10955,Beverages,1998-03-17
10956,"Confections,Produce",1998-03-17
10957,"Beverages,Grains/Cereals,Seafood",1998-03-18
10958,"Condiments,Dairy Products,Produce",1998-03-18
10959,Beverages,1998-03-18
10960,"Beverages,Seafood",1998-03-19
10961,"Beverages,Grains/Cereals",1998-03-19
10962,"Beverages,Dairy Products,Meat/Poultry,Produce,Seafood",1998-03-19
10963,"Dairy Products",1998-03-19
10964,"Beverages,Dairy Products,Seafood",1998-03-20
10965,Produce,1998-03-20
10966,"Confections,Grains/Cereals,Seafood",1998-03-20
10967,Confections,1998-03-23
10968,"Beverages,Dairy Products,Grains/Cereals",1998-03-23
10969,Seafood,1998-03-23
10970,Grains/Cereals,1998-03-24
10971,Meat/Poultry,1998-03-24
10972,"Dairy Products,Meat/Poultry",1998-03-24
10973,"Beverages,Confections,Seafood",1998-03-24
10974,Condiments,1998-03-25
10975,"Beverages,Condiments",1998-03-25
10976,Produce,1998-03-25
10977,"Beverages,Condiments,Confections,Produce",1998-03-26
10978,"Condiments,Confections,Seafood",1998-03-26
10979,"Beverages,Condiments,Confections,Dairy Products,Produce",1998-03-26
10980,Beverages,1998-03-27
10981,Beverages,1998-03-27
10982,"Beverages,Produce",1998-03-27
10983,"Grains/Cereals,Seafood",1998-03-27
10984,"Beverages,Confections,Seafood",1998-03-30
10985,"Confections,Dairy Products,Seafood",1998-03-30
10986,"Beverages,Condiments,Confections,Dairy Products",1998-03-30
10987,"Beverages,Dairy Products,Produce",1998-03-31
10988,"Confections,Produce",1998-03-31
10989,"Condiments,Dairy Products,Seafood",1998-03-31
10990,"Beverages,Condiments,Confections,Meat/Poultry",1998-04-01
10991,Beverages,1998-04-01
10992,"Dairy Products",1998-04-01
10993,"Meat/Poultry,Seafood",1998-04-01
10994,"Dairy Products",1998-04-02
10995,"Dairy Products,Produce",1998-04-02
10996,Grains/Cereals,1998-04-02
10997,"Dairy Products,Grains/Cereals,Seafood",1998-04-03
10998,"Beverages,Condiments,Produce",1998-04-03
10999,"Condiments,Produce,Seafood",1998-04-03
11000,"Beverages,Condiments",1998-04-06
11001,"Grains/Cereals,Meat/Poultry,Produce,Seafood",1998-04-06
11002,"Beverages,Grains/Cereals,Meat/Poultry,Seafood",1998-04-06
11003,"Beverages,Grains/Cereals,Seafood",1998-04-06
11004,"Beverages,Confections",1998-04-07
11005,"Beverages,Dairy Products",1998-04-07
11006,"Beverages,Meat/Poultry",1998-04-07
11007,"Condiments,Grains/Cereals,Meat/Poultry",1998-04-08
11008,"Beverages,Dairy Products,Produce",1998-04-08
11009,"Beverages,Dairy Products,Seafood",1998-04-08
11010,"Beverages,Produce",1998-04-09
11011,"Dairy Products,Seafood",1998-04-09
11012,"Confections,Dairy Products",1998-04-09
11013,"Confections,Grains/Cereals,Seafood",1998-04-09
11014,Seafood,1998-04-10
11015,"Condiments,Seafood",1998-04-10
11016,"Dairy Products,Seafood",1998-04-10
11017,"Beverages,Condiments,Dairy Products",1998-04-13
11018,"Dairy Products,Grains/Cereals,Seafood",1998-04-13
11019,"Confections,Seafood",1998-04-13
11020,Seafood,1998-04-14
11021,"Beverages,Confections,Dairy Products,Produce",1998-04-14
11022,"Confections,Dairy Products",1998-04-14
11023,"Beverages,Produce",1998-04-14
11024,"Condiments,Confections,Dairy Products",1998-04-15
11025,"Beverages,Seafood",1998-04-15
11026,"Produce,Seafood",1998-04-15
11027,"Beverages,Confections",1998-04-16
11028,"Dairy Products,Meat/Poultry",1998-04-16
11029,"Condiments,Grains/Cereals",1998-04-16
11030,"Beverages,Condiments,Dairy Products,Meat/Poultry",1998-04-17
11031,"Beverages,Dairy Products,Grains/Cereals,Seafood",1998-04-17
11032,"Beverages,Dairy Products,Seafood",1998-04-17
11033,"Dairy Products,Meat/Poultry",1998-04-17
11034,"Condiments,Confections",1998-04-20
11035,"Beverages,Grains/Cereals,Meat/Poultry",1998-04-20
11036,"Dairy Products,Seafood",1998-04-20
11037,Beverages,1998-04-21
11038,"Dairy Products,Grains/Cereals,Seafood",1998-04-21
11039,"Beverages,Confections,Grains/Cereals,Produce",1998-04-21
11040,Confections,1998-04-22
11041,"Beverages,Condiments",1998-04-22
11042,Condiments,1998-04-22
11043,"Dairy Products",1998-04-22
11044,Confections,1998-04-23
11045,"Dairy Products,Produce",1998-04-23
11046,"Beverages,Dairy Products",1998-04-23
11047,"Beverages,Condiments",1998-04-24
11048,Confections,1998-04-24
11049,"Beverages,Dairy Products",1998-04-24
11050,Beverages,1998-04-27
11051,Beverages,1998-04-27
11052,"Beverages,Condiments",1998-04-27
11053,"Dairy Products,Grains/Cereals,Seafood",1998-04-27
11054,"Beverages,Dairy Products",1998-04-28
11055,"Beverages,Confections,Grains/Cereals,Produce",1998-04-28
11056,"Dairy Products,Meat/Poultry,Produce",1998-04-28
11057,Beverages,1998-04-29
11058,"Condiments,Confections,Dairy Products",1998-04-29
11059,"Dairy Products,Meat/Poultry,Seafood",1998-04-29
11060,"Condiments,Dairy Products",1998-04-30
11061,"Dairy Products",1998-04-30
11062,"Beverages,Meat/Poultry",1998-04-30
11063,"Beverages,Seafood",1998-04-30
11064,"Confections,Meat/Poultry,Seafood",1998-05-01
11065,"Meat/Poultry,Seafood",1998-05-01
11066,"Beverages,Confections",1998-05-01
11067,Seafood,1998-05-04
11068,"Beverages,Condiments,Produce",1998-05-04
11069,Beverages,1998-05-04
11070,"Beverages,Confections,Dairy Products",1998-05-05
11071,"Produce,Seafood",1998-05-05
11072,"Beverages,Confections,Grains/Cereals,Seafood",1998-05-05
11073,"Beverages,Dairy Products",1998-05-05
11074,Confections,1998-05-06
11075,"Beverages,Seafood",1998-05-06
11076,"Condiments,Confections,Produce",1998-05-06
11077,"Beverages,Condiments,Confections,Dairy Products,Grains/Cereals,Meat/Poultry,Produce,Seafood",1998-05-06
