tweet,sentimen
memperkenalkan: @gojekindonesia @GrabID ✨✨✨ in casw u dont know,1
"Ngantri di @McDonalds_ID pake diskon GoPay PayDay @gojekindonesia, trs pake promo di aplikasi McD. AKU HAPPY SEKALI!!  pic.twitter.com/H4aPdEjcOK",1
Jadi inget dulu order @gojekindonesia bisa lewat LINE. 😂  pic.twitter.com/LCpF68QqTs,1
@gojekindonesia tolong hadiahkan bapak ini motor baru...,1
"Kemaren bm sundae strawberry, hari ini bm ayam MCD. Thanks 50% cashback @gojekindonesia.

Sobat prihatin can relate 🤗  pic.twitter.com/Y7FiCqnVGV",1
Ih anjir coba tanya sama @gojekindonesia,1
"Mulai aja dulu.. hasil ahir Serahkan pd Allah SWT. @gojekindonesia jalan, expedisi jalan, Marketplace jalan. Buat @GrabID saya tdk berharap banyak 😌 PHP terus. Oiya jualan saya ada di @tokopedia, @bukalapak, @ShopeeID.  ketik #pempekpalembangrestubundajetis 081317533001 pic.twitter.com/SSUCu2VQk7",1
Salah mba😂 harusnya @gojekindonesia 👍,1
"Sekarang mau pakai layanan #Gosend ataupun #GrabExpress susah, padahal di peta terlihat banyak driver. Pada malas ngambil atau gimana?
@gojekindonesia @GrabID",1
Eh admin @gojekindonesia yang terhormat baca dm ku lah ini penting,1
"Dear @gojekindonesia mau nanya perihal ini, itu knapa ya? Akun temen kantor seperti itu min. Alhasil gabisa order  pic.twitter.com/BDisK9Ofn1",1
"Buat yang belum makan , cobain promo dari #PapiJoeId yuks 😊 @FoodNetwork @Giladiskon @gofoodindonesia @JKTFoodies @yukmakan @katalogpromosi @gojekindonesia  pic.twitter.com/raTAPnrr8U",1
@gojekindonesia min aku mau pesen go-box tp kok gabisa yaa. Pas pencet location malah keluar dari aplikasi. Kenapa ya min? Terimaksih,1
"@gojekindonesia hi, saya butuh bantuan untuk menutup akun merchant di gofood. Mohon bantuannya.",1
@gojekindonesia mohon bantuannya saya payment pake voucher dan udah liat jadi gratis tapi kenapa saldo gopaynya malah kepotong ya?,1
"buka cabang di kabupaten barru dong @KFCINDONESIA ,,order KFC @gojekindonesia @GrabID dr makassar ke kota barru ga ada yg mau pick up drivernya :)))",1
@gojekindonesia  https://twitter.com/yuniarayutyas/status/1167387194496962560 …,1
Apakah di daerah tanjung pinang - bintan sudah ada pelayanan gojek? @gojektech @gojekindonesia,1
ga ada photo. kendalanya pake mandiri online setelah pilih bayar - multipayment - mau top up gojek dana ovo bayar shopee shopeepay ga ada pilihannya. MENU FAVORIT itu dimana?,1
@gojekindonesia min saya td pesen gojek saya pikir pake gopay ternyata cash saya blm byr udh pengaduan via email kira2 brp lama prosesnya? sy ga enak sm abangnya,1
Mohon informasi foto kendala yg Bpk alami agar dpt kami tindaklanjuti. Tks ~ Rafa,1
Halo min tdi dpt e-mail dpt voucher gofood mengatasnamakan gojek apa ini beneran dri gojek? Jika iya gmn cara konfirm nya?? @gojekindonesia  pic.twitter.com/RI4EQylkIq,1
Lifehack teralig naik @gojekindonesia pake voucher dari stasiun MRT Fatmawati sampe rumah (Sawangan) cuma bayar 3rb 😂😂,1
"Utk menu Gopay pada menu favorit ya, kami sarankan Bpk melakukan pembaharuan layanan mandiri online terlebih dahulu. Tks ~ Rafa",1
"Hai, mohon maaf atas ketidaknyamanannya. Sebagai informasi tambahan, ketika Anda melakukan order tergantung pada ketersediaan Mitra kami yang aktif di area dimana Anda melakukan pemesanan ya. Silakan tunggu beberapa saat dan coba pesan kembali layanan yang Anda inginkan. Tks ^Shl",1
yang paling cepet dari gundala ?ya jelas lah yg paling cepet dari gundala @gojekindonesia set set set sampeeeeeeeeee  #GrabGundala pic.twitter.com/zrPb0BMf9x,1
"#GopayPayDay Mas R**** dalam rangka memenuhi panggilan #GoFood sy :)))) memang @gojekindonesia plg mntp klo diajakin curhat.
Diketawain doang. :(  pic.twitter.com/Ku1qeHoFDU",1
yang paling cepet dari gundala ?ya jelas lah yg paling cepet dari gundala @gojekindonesia set set set sampeeeeeeeeee  #GrabGundala pic.twitter.com/zrPb0BMf9x,1
Apa gunanya @gojekindonesia nunjukin armada di peta kalo gak dapet driver?  pic.twitter.com/lGoErMqZmp,1
"In the future, one app can do anything for your daily needs, introducing Solv from @gojekindonesia
#motiongraphics #aftereffects #Cyberpunk2077 pic.twitter.com/sjrokMVXWt",1
"Selamat malam Bpk Deni, perihal top up gopay melalui layanan mandiri online dgn cara pilih menu Bayar > Mutipayment > pilih GoPay Customer pada penyedia jasa > Input nomor handphone dan nominal > konfirmasi transaksi. Tks ~ Rafa",1
"@gojekindonesia kalo mau daftar gofood gimana ya? wkt itu udh pernah submit form nya tapi ngga ada balesan, apa harus kirim form nya lagi?",1
halo min @gojekindonesia nomor hp saya yg terdaftar ke akun gojek hilang. bagaimana sy menggantinya? terima kasih,1
"Hai Astrid, sehubungan dengan keluhan atau pertanyaan mengenai PayLater, untuk lebih lanjut Anda dapat menghubungi support@findaya.com melalui e-mail ya. Tks ^Shl",1
"Hai, mohon maaf atas ketidaknyamanannya. Agar kendala Anda dapat kami proses lebih lanjut, bisa diinformasikan nomor order yang terkendala via DM? Tks ^Shl",1
@gojekindonesia ini akun saya kenapa ya kak?  pic.twitter.com/JQY0IFOYxR,1
"@gojekindonesia Saya sudah cancel orderan go-bluebird dari tadi, kemudian driver sms bilang belum dicancel dengan bahasa yg kasar. Kalau servernya yg salah tolong diperbaiki, tp attitude driver walaupun outsource jg tolong dijaga. Thanks.",1
@gojekindonesia cara menonaktifkan akun gojek gimana ya?,1
"Achievement hari ini, gofood 6x, total 94k cuma bayar 26k, makasih @gojekindonesia wkw",1
@gojekindonesia halo! Saya sudah mendaftar untuk menjadi driver gojek pada bulan juni 2019. Pada tgl 16 Juli 2019 saya mendapat undangan untuk datang ke kantor gojek. Namun hp saya pada saat itu rusak. Jd saya baru mengetahui nya skg. Apakah bisa hadir di,1
"Dear gojek indonesia tolong tambahkan alasan pembatalan pesanan di gofood ""driver terlalu jauh"" @gojekindonesia kadang driver minta dibatalkan tapi mau kasih alasan ""driver minta dibatalkan"" saya gatega takut efeknya ke rating driver. Terimakasih  pic.twitter.com/5wsv712ZrR",1
"Hai, mohon maaf atas ketidaknyamanannya. Bisa diinformasikan nomor order yang terkendala via DM? agar dapat kami proses lebih lanjut. Tks ^Shl",1
"Oh, minimum transaksi 20 ribu baru bisa dapat cashback, kak.

Saya udah kayak admin gojek aja. 🤣",1
"Kemarin sempet baca di Medium engineering teamnya @gojekindonesia  https://blog.gojekengineering.com/how-we-manage-a-million-push-notifications-an-hour-549a1e3ca2c2 … kalo mereka punya sistem yang:

""can comfortably handle over a million notifications every hour.""

tapi ya itu dari sisi engineering & bahasannya lebih ke product notif requirement. Tapi...",1
@gojekindonesia halo boleh saya mengajukan pertanyaan lewat DM? Soalnya ada yang ingin saya tanyakan terima kasih banyak.,1
"Maaf admin mau tanya, kalau kita mau ganti nomor telepon tapi tanpa harus menghubungi layanan bantuan bagaimana ya caranya? @gojekindonesia",1
"PayDay sangat membantu dikala akhir bulan, terimakasih @gojekindonesia ✨  pic.twitter.com/tdTtNONISM",1
"Hai Angel, perihal keluhan Anda kami sarankan Anda untuk melakukan perubahan data menggunakan nomor baru yang belum terdaftar. Anda dapat menghubungi kami melalui e-mail Anda yang terdaftar ke customerservice@go-jek.com ya. Tks ^Shl",1
"I didn't only treat him but myself. Yet, i bought myself a cup of iced chocolate coffee from @JanjiJiwaID 🤪

Dan sekali lagi, masih melakukan payment dengan menggunakan @gopayindonesia dari @gojekindonesia hahah aku cintak diskonan dan promo pokoknyahhh 🥰  pic.twitter.com/F8hsmaUIhl",1
"halo @gojekindonesia saya mau mengajukan penghapusan akun karna nomor hp di akun tsb mau saya gunakan di akun lain. tolong dibantu ya, thanks:)",1
Hari ini order goride 5 kali @2k eh dapet cashback 10k hahaha jadi deh kemotilanku hari ini gratistis. Thx @gojekindonesia! 😛,1
"MCD panas Special pake gopay dong bayar nya dihari Terakhir #GopayPayDay
#GoPayDay
@gojekindonesia  pic.twitter.com/ZpbsYCTC5O – di McDonald's",1
Thank udh memberikan promo yg berharga bagi anak kos @gojekindonesia  pic.twitter.com/Z56neEhscv,1
Kalo ribet. Pindah ke @gojekindonesia  aja,1
"Hai, mohon maaf atas kendalanya. Dapat kami informasikan bahwa saat ini fitur tersebut belum tersedia, kritik dan saran dari Anda telah kami sampaikan kepada tim terkait agar dapat dilakukan perbaikan untuk kepuasan Anda. Tks ^Shl",1
"Kapan hari beli voucher @gojekindonesia harga 85rb dapetnya 1,5jt. Hari ini dari challenge @GrabID dapet 1jt. Adil kan, make dua-duanya, happy semua? 😘😘😘",1
"@gojekindonesia  Gaet @DoogetherID Luncurkan Layanan Reservasi Pusat Kebugaran “GoFitness”

#Indonesia #Startup #Investasi #Doogether #Gojek #Unicorn #Ride-hailling #Cooperation
 https://www.volanews.com/portal/article/index/id/3549.html … pic.twit",1
"Gojek doang Dah Yang Selalu Ada... 
@gojekindonesia  pic.twitter.com/IdSeWACBMf",1
"@gojekindonesia sayangku, bisa gak paket bundle goride yg harganya 9 ribu itu berlaku selamanya? Love, dari pelanggan setiamu.",1
"@gojekindonesia @gojektech @gojek24jam. ini linknya min, tapi gag ada di reward ku.
Haii, ada berita baik, nih! Aku baru aja menang hadiah dari Mission di GoPay. Daan kamu juga bisa menang! Cobain, kuuy~ https://www.go-jek.com/ ",1
"Wkwkwk iya nih, barusan juga transaksi di Century pake OVO, cash back 30% tapi dapetnya 12,500 rb. Masih mending sih daripada 10rb😂 pic.twitter.com/ofV44Xdpsj",1
"Hai @gojekindonesia sedikit masukan (terinspirasi dr kisah Mas Rustam) bisa kah buat  penanda bahwa pengendaranya itu difable? Misal, driver tsb tuli. Sptnya bagus kalau bagian punggung jaket ada tulisan menandakan drivernya tuli. Jadi pengendara lain paham dan ga perlu klakson.",1
"Goola
Gopay
Bersatu kita bahagia, semua Indonesia
@gojekindonesia ayo ikut andil di @goolaindonesia",1
@McDonalds_ID @gojekindonesia terimakasih kolaborasi cashback + diskonnya 😂😅😅👏👏💜🙆  total 39ribuuu  pic.twitter.com/PMb1Nxu3Wl,1
"Rejeki anak sholeha, bisa makan roti’O separuh harga di akhir bulan, terimakasih @gojekindonesia @gopayindonesia",1
"@gojekindonesia hallo min, mau tanya. kok orderan saya di take driver tapi drivernya nggak jalan-jalan ke restonya ya? drivernya nggak bisa dihubungi juga. tq.",1
Thank you @gopayindonesia x @gojekindonesia  traktiran McDonald's nya sering2 ya #GoPayDay nya pic.twitter.com/sL7k3G7FlR,1
"@gojekindonesia min mau daftat jadi driver daerah jogja dong, gmna caranya",1
Kiwi students - check out this seriously cool opportunity! Work for one of Indonesia’s leading tech companies @gojekindonesia 🛵🍔💆🏻‍♀️  https://twitter.com/asianewzealand/status/1166943245156245504 …,1
"Hai Afif, waspada terhadap tindak penipuan yang mengatasnamakan Gojek, selalu cek kebenaran info yang mengatasnamakan Gojek ke customer service kami. Info selengkapnya silakan klik link  https://www.go-jek.com/blog/jaga-kerahasiaan-kode-verifikasi-go-jekmu/ …. Tks ^yun",1
@gojekindonesia halo admin bagaimana cara meminta  kerja sama sponsorship untuk event sekolah?,1
@gojekindonesia ini kenapa ya min? Akun saya tiba² keluar sendiri setelah perbaruhi app lalu jd gk bisa login  pic.twitter.com/yqoV1EdERG,1
"Terima kasih atas feedback yg diberikan dan akan kami teruskan ke tim kami untuk peningkatan layanan GO-JEK, jika ke depannya mengalami kendala yg sama silakan segera informasikan kami detail ordernya melalui DM ya. ^yun",1
Murah banget ya Allah makasih @gojekindonesia ily 1000 (2000nya buat parkir)  pic.twitter.com/w0TV61AS3w,1
Kegiatan akhir akhir ini .. Naik go ride & pesen go food .. Terimakasih vouchernya @gojekindonesia :*  pic.twitter.com/eE9oRb1hHm,1
"Belanja di @tokopedia , pengiriman sameday pakai @gojekindonesia , normal gak sih kalau finding drivernya sampai 5 jam di J-town ini? #ajaib",1
"@gofoodindonesia 
Ku mau tanya...kalau pesan GoFood trus ternyata pesanan yang pesan ada yang kurang, gimana cara komplainnya..

Abang @gojekindonesia nya sudah pergi.. udah gak bisa Chat, nomor hpnya juga gak tau..

Tolong bantu ya, soalnya udah berkali ",1
Beli ayam di @KFCINDONESIA ama mcflurry di @McDonalds_ID Pesen nya dari @gojekindonesia Sambil nunggu skalian belajar di @ruangguru https://twitter.com/ruangguru/status/1167004259331657729 …,1
"@gojekindonesia Hai, mau nanya cara menghapus order history gimana ya?",1
"cerdas nih, @gojekindonesia, siasatnya.  pic.twitter.com/5qlleAneAW",1
"@gojekindonesia siang min .. aku masuk gojek app, namun nomer hape udah hangus .. bisakah saya login dengan cara lain .. email mungkin?",1
"Hai kak, sudah kami informasikan melalui DM ya. Terima kasih^rno",1
"Hai kak, mohon maaf atas ketidaknyamanan yang Anda alami. Kami informasikan untuk keluhan Anda saat ini masih dalam proses tindaklanjut. Kami secepatnya akan menghubungi kakak apabila keluhan kakak sudah terselesaikan. Terima kasih atas kesabaran yang telah diberikan. Tks^rno",1
"@gojekindonesia halo min, promo cashback hanya untuk pengguna yang sudah upgrade gopay ya? karena tadi saya menggunakan untuk pembayaran blibli 2x tapi tidak dapat cashback juga",1
"@gojekindonesia siang min, saya mau follow-up laporan dengan nomor tiket 15413628.",1
"Hai Hendry, untuk melakukan pengecekan silakan informasikan nomor telepon dan email Anda melalui DM. Terima kasih ^yun",1
Ini baru manusia yang memanusiakan manusia. Tidak perlu jadi tokoh yang cuman omdo  . Semoga Tuhan memberikan keberkahan..,1
"Hi @gojekindonesia mohon bantuan, sepertinya ada masalah dengan pesanan saya ini.
Mitra anda tidak bisa di kontak.
Thanks.  pic.twitter.com/oiIIKHb7on",1
Driver @gojekindonesia juga lho. Ucapin makasi juga lah.,1
Aplikator ya emañg sengaja bikin caos antar pelanggan vs driver biar bisa suspent dari @gojekindonesia n @GrabID,1
@gojekindonesia perjuangan Gojeker. Semangat! Makasi jasanya.... 👍🙏  pic.twitter.com/NYSu7kuMOI,1
"Hai Nilam, apabila pembayaran lebih dari nominal diskon Anda dapat melakukan pembayaran secara cash ataupun GoPay. Namun apabila tarif kurang dari nominal voucher tidak berlaku pengembalian. Terima kasih ^yun",1
"Hai, silakan restart aplikasi Gojek Anda dengan cara hapus file sementara (clear cache) yang tersimpan di memori internal pada handphone Anda dan silakan melakukan login kembali. Terima kasih ^yun",1
"Hai Hanan, mohon lampirkan screenshot kendala Anda melalui DM. Terima kasih ^yun",1
Sekarang kan lagi marakk bang netizen twitter mewek ke @GrabID @gojekindonesia lewat dm dengan embel embel ngaku ga di anter orangnya n makananya biar uang nya balik,1
"Rumah udah berantakan kayak kapal pecah? Saatnya pesan GoClean untuk bersih-bersih instan dan praktis! Bisa bayar pakai GO-PAY lagi dengan kemudahan isi saldo di ATM, I-Banking, Mobile Banking & Teller Bank Sinarmas @BankSinarmas @gojekindonesia #tipsPRIMA",1
"Halo admin @gojekindonesia. Tolong akun dengan no hp 081385292468 segera ditutup. Saya mau melaporkan bahwa ybs telah memakai no hp saya untuk topup nomor dia. Saya kehilangan hp semalam dan nomor saya disalahgunakan, salah satunya dipake topup ke nomor hpnya.",1
halo admin @gojekindonesia ini kenapa ga bisa log in y :(((((  pic.twitter.com/QyKRXlGYc4,1
"Halo @gojekindonesia 
Knp akun sy tidak bs dipakai utk order ya??
Mhn bantuannya. Trims  pic.twitter.com/JsTvqxYSYP",1
Dalam kasus cerita KKN di desa penari yg sedang ramai ini bisa saya simpulkan bahwasanya @GrabID  dan @gojekindonesia belom seluruhnya menjangkau wilayah NKRI. Coba saja sudahmenjangkau. Kan pas laper & motor moggok bisa mesen gofood ngk harus makan kepala monyet #kkndidesapenari,1
Promo @gojekindonesia membantu disaat tanggal tua...,1
"Ini sudah akhir Agusts, pendapatan mantap banget sudah 2 hari di kasih poin 0,00...😪",1
"Gada layanan gofood @gojekindonesia di sini, pdhl dpt voucher gede. Hal paling ngeri utk bumil yg ngidam beef @yoshinoyaID. Hanya bs nelan ludah. pic.twitter.com/6T4VQnax3r",1
50% sampe besok kekekekeke,1
"PayDay dli gaada kode” an, tinggal ke mcd mesen bayar pake gopay",1
dear @gojekindonesia kasih aku voucher promoan gratis grabcar. aku mau ke bintaro naik kereta tapi tidak keburu dan khawatir juga ga keburu ujian 😭😭😭😭😭😭😭,1
"Luvsss thnkyu payday! 

Thnkyu juga babang gofood @gojekindonesia ❤  pic.twitter.com/EPdxAlEEGq",1
Thank you @gojekindonesia karena #GopayPayDay ku dapat cashback 50% buat sarapan 😘 pic.twitter.com/WSx1vFE6IU,1
"Sebuah pemikiran : 

❌ Notif @gojekindonesia ttg minta bantuan akan kisah hidup seseorang udah berlebihan
✔️ Cepat ! Login dan ambil petinya. Jgn sampai tertinggal  pic.twitter.com/3svopxxnsZ",1
"wkwkwkwk mungkin restonya paham kalo kaka kebanyakan makan mie nanti lambungnya kriting, baik yah 😂😂",1
"iya kaaaaaaannnnnn....... bener, apalagi kalau ibu kota pindah, cocok udah gedung DPR/MPR jadi lahan untuk shelter ojol, cus beli @gojekindonesia",1
semoga segera ktmu motornya ya pak!!! :') tolong dibantu bapaknya ini minn @gojekindonesia @gojekindonesia @gojektech,1
Saya Cinta Promo @gojekindonesia #PayDay pic.twitter.com/k8WPKoSujd,1
"@gojekindonesia mohon bantuannya dong ini, kasian bapaknya",1
"Ngakak sampai tak terkontrol... kira2, apa maksud dan tujuan si Abang taroh tampelan itu di helm bagian belakang ya hahahah
Sa ae si Abng.
@faktaojol
@gojekindonesia
@lambeonlen https://twitter.com/lambeonlen/status/1167294136652722176 …",1
Otw viral @gojekindonesia nih  https://twitter.com/Ojol_Gibah/status/1166955919227285504 …,1
"hari ini naik gojek 2x pake voucher total 10rb,trus dapet cashback 10rb. gratis dong. nuhun @gojekindonesia :')",1
Okeee makasiii 👏🏻,1
yummeeereh segini 40k aja thank you @gojekindonesia  pic.twitter.com/gaHDnmmeYj,1
Heem driver e tak ksh tip malah soale dah malem. Resto tak komplain lewat rating kae sih. Rodo ngakak goleki ayame ra ono 🥺,1
Yg punya @gojekindonesia kalo mau ikut pilpres auto menang,1
apresiasi untuk @gojekindonesia yg selalu memberikan promo delivery gofood hehe luv u  pic.twitter.com/0SjU1YQyZc,1
@gopayindonesia @gojekindonesia tas abang gojek starterpack.. #GopayPayDay @DecathlonID pic.twitter.com/tcSLTX9NM9,1
Yukkk bantu bapaknyaa!,1
Weheheheheee kerennnn,1
GoPay dinilai telah membantu mempercepat inklusi finansial dan ekonomi digital di Indonesia yang 64% populasinya belum terjangkau produk perbankan (unbanked). Berikut ini data yang dirangkum dalam bentuk INETGrafis: pic.twitter.com/WcMxH2zrYn,1
Siap laksanakan pic.twitter.com/V3Uy6KLB7v,1
"Berkat inovasi GoPay, Gojek kembali masuk ke daftar tahunan perusahaan yang dinilai berhasil mengubah dunia versi majalah Fortune, atau Fortune’s Change the World 2019. 
#Gojek
@gojekindonesia
@gojek24jam",1
"Lewat GoPay, Gojek Ubah Dunia
@gojekindonesia
@gojek24jam
@Go_Njreng http://www.transonlinewatch.com/lewat-gopay-gojek-ubah-dunia/ …",1
"kangen pengen makan masakan kampung gitu kan.. trus iseng buka2 gofood @gojekindonesia eh nemu warung makan yg jual menu2 kampung, buanyaaaak pilihannya, deket rumah lagi cm 5km-an 😋",1
"JUJUR.
Aku gak pernah pakai Gopay/Gojek malah dapat voucher 300 rb, langsung install lagi.

#Jujur di #JumatBerkah Bersama #GopayPayDay #terimakasih @gojekindonesia  pic.twitter.com/zAzqKcb58J",1
"Makasih gopay. Beli di skincare online jadi murah di sociolla,mucho,apotik24 dan otw watson😂 @gojekindonesia",1
#GopayPayDay @gojekindonesia  pic.twitter.com/I09TIkiFGU,1
"Mitra Gojek Secara Umum Cukup Puas dan Bahagia
 http://www.transonlinewatch.com/mitra-gojek-secara-umum-cukup-puas-dan-bahagia/ …
@gojekindonesia
@gojek24jam
@faktaojol
@lambe_ojol",1
bisa,1
Yukkk semangat Decacorn @gojekindonesia @tokopedia 💪💪💪 https://twitter.com/askmenfess/status/1166875796226490368 …,1
pesen abang2 gojek untuk dimakan,1
"Suatu ketika, lebih tepatnya pukul 10:34 saya mendapatkan notifikasi dari gojek indonesia melalui email. 

saya dapat voucher total 300.000 gofood. Saya pun gercep dong buka gojek terus, disuruh pilih pengguna baru atau setia, karna saya pengguna setia gojek, daripada @GrabID",1
Ini di duitin aja boleh ga si? @gojekindonesia lumayan ni bisa buat beli album chen nanti 🤧🤧  pic.twitter.com/BMK0Qq9FWI,1
"Customer mas...istilah dari driver ojol kaya gitu..aku seneng ngobrol2 sama driver nek pas pake jasa mereka, jadi ngerti nek dho sambat..😁😂",1
"Seenak ini,
sarapan enak cmn 10rb,
dengan promo dari @gojekindonesia 
Akhir bulan aman sentosa",1
"Thank you, aku udh hub customer service tadi dan udah di urusin kayak sebelumnya. Selalu bagus sih customer service GoJek dan langsung dibalikin duitnya, cuma bener-bener wasting time aja.",1
"“Gak tau knpa aku tiba2 nangis stelah baca ini, entah karena terharu atau pengin mbojo,” tulis salah satu netizen. 

 http://www.transonlinewatch.com/nggak-mau-minta-apa-apa-pesan-dari-istri-driver-ojol-ini-bikin-mewek/ …
@gojekindonesia
@gojek24jam",1
Buat makan siang dong,1
Sarapan pesen @gofoodindonesia @gojekindonesia aja  pic.twitter.com/ViUY05lzOn,1
Halo @gojekindonesia,1
Beli motor baru aseekk,1
"1번!
Nanti di antar @gojekindonesia",1
Jago amat team marketingnya  😂,1
Ordered two food from @gojekindonesia and both got delivered in the same time. Something Grab can't do due to its current limitation 😆,1
Hidup makin nyaman dengan Promo dan Cashback #GoPay dari @gojekindonesia,1
"Syel'z Homemade Yogurt 100%real yogurt, Tanpa Pengawet, Tanpa Campuran dan Tanpa pengental. Yuk bs lsg pesan ke 08156051175
#PromoAgustus @KopoPermai #jualyogurt #yogurt #bandung #yoghurt #minumansehat #infokulinerbdg #KulinerBDG #pake @gojekindonesia #SOLUSISEHAT pic.twitter.com/Prh10uv32e",1
"Sebenernya ni peraturan nguntungin startup transportasi online. Sengaja biar kita pengguna memasukkan dana ke pembayaran online mereka. Kalau tunai minimal 9rb, kalau pake gopay atau ovo kaya harga normal jadi 4rb biasa. Jd Budi tuh demen ama perusahaan2an bukan masyarakat:((",1
"BTW, kalau gajian ikut perusahaan swasta tgl gajian kita gak akhir bulan loh tapi awal bulan, jadi tolong masa berlakunya diperpanjang ya.... biar kita-kita juga ikutmenikmati jajan rasa #gopaypayday
@gojekindonesia @gofood #gofood",1
"Mgknkah... @gojekindonesia membeli sedikit saham @PT_TransJakarta atau sebaliknya Sehingga utk yg mau naik atau turun dari busway udah bisa nyaman lgs naik gojek ke/dari tmpt tujuan.
@jokowi @setkabgoid",1
"@gojekindonesia  min
Saya mau bertanya apakah bisa gopay driver di pakai pembayaran gofood?",1
Iyaa,1
Baik kak,1
Sedikit pembelajaran dipagi hari ini @gojekindonesia Jangan lupa selalu berbagi thp sesama. Jumat Barokah 🙏  pic.twitter.com/JheUvIZJ97,1
Teruskan upaya hukum @gojekindonesia @jokowi,1
I mean... I just wish @apple pay can be available in Indonesia and integrated with @gojekindonesia or @bankmandiri 's e-money. How Apple is TAKING OVER Japan 🇯🇵  https://youtu.be/4up7ZjOAG1c  via @YouTube,1
Mau jajan apa aja bang karena di GoFood banyak makanan lokal yang belum aku cobainnn:( #GopayPayDay @gojekindonesia  https://twitter.com/andihiyat/status/1167091708376436738 …,1
Justru kalau ngaku2 harus dikerjain balik. Orang kantor gojek gak bakalan begitu.,1
"Lagi nyoba"" main reksadana. Kalo dapat mau top up bibit. Nabung dikit"". Eh tp GAnya berlaku g kalo g buat jajan? Trus @gojekindonesia dpt cashback jg g sih kalo top up bibit? #GopayPayDay",1
"Kenapa voucher gofood ga habis habis sih yaa, kan bikin boros 😂
Tadinya tinggal 20an voucher, sekarang dapet lagi 😍
Andai voucher gofood bisa diduitin wkwk
@gojekindonesia @gofoodindonesia pic.twitter.com/ooSzhtyCGv",1
"Sukak deh lihat perbedaan tapi tetap bersahabat :) 
@gojekindonesia @GrabID pic.twitter.com/mcshALglMY",1
"survival skill gue keren min, first try loh ini @gojekindonesia  https://twitter.com/gojekindonesia/status/1167109776225886209 … pic.twitter.com/zPcoLKGP8K",1
Solusi lapar dini hari nih 😁,1
"Ga bisa tidur, iseng2 buka gojek liat2 makanan, kok voucher ku byk banget, ternyata dapet lagi voucher gofood potongan 8k, makasih @gojekindonesia , ada yg mau???  pic.twitter.com/97zWIU89i8",1
"Tahun lalu, tahun 2018, sponsor utama Liga 1 Indonesia adalah Gojek @gojekindonesia , warnanya ijo. Tim yang akhirnya juara identik dengan warna orange atau merah. Tahun 2019, Liga 1…  https://www.instagram.com/p/B1wjo0uAUV8UOq0yfqqwz0yjKng1ruCNlR_z6A0/?igshid=z3cqtw81mcxr …",1
"Nitip martabak, kali aja ada yg mau order di goput pic.twitter.com/UHlEyNANmv",1
terima kasih atas respon cepatnya ♥️🙏🏼,1
Hari terakhir #gopayday di @gojekindonesia gamau gitu ngajak jajan bareng?,1
KFC sebelah mananya @gojekindonesia ya ?,1
"ini jalan ninja ku klo keinget kamu.
makasih @gojekindonesia.  pic.twitter.com/sPRsecOz1D",1
"Gojek responded to the issue calmly, saying: “Regarding the latest situation, we believe there is always a way to find a solution that works best for all parties.”

#pastiAdaJalan 👏 touché  @gojekindonesia  well played sir 👏",1
mau beli tiket #Twivortiare di gotix @gojekindonesia #GoPayPayDay,1
"Buat para customer @gojekindonesia dan @GrabID .. tolong tuh jangan asal koment, https://twitter.com/ryan_nus/status/1167058989537886209 …",1
Jadikanlah saya pelanggam beruntung wahai gojek,1
Wkwkwk. Sabi juga adminnya gercep dan lembur ye bos.,1
"Hai Ichi, promo yang diberikan kepada pelanggan dilakukan secara acak oleh sistem ya, dan memiliki jumlah yang terbatas. Apabila Anda termasuk pelanggan beruntung, promo tersebut akan secara otomatis masuk ke halaman ""My Voucher"" Anda. Tks^ygb",1
Loh ada beli 9.000 dapat 16 voucher @10.000 tanpa minimal pemakaian pic.twitter.com/ws7hF3WHW7,1
#GopayPayDay mau jajan aset/saham @gojekindonesia 50k dapet berapa persen ya?,1
Thank you kakkkkk,1
Ketika pulang lembur Angkutan umum sudah jarang bahkan tidak Ada akhirnya order gojek atau gocar tenang #pastiadajalan 😎,1
Mantap jiwa,1
Pengin ada yg kasih aku gopay 100k @gojekindonesia,1
"Kelanjutan ceritanya, kalian sendiri yang nentuin, dengan klik  http://bit.ly/labirinhoror 

Selamat membaca!",1
"Hanya saja, saya baru sadar saat melihat order history malam ini. Memang kalau lihat history lama-lama, kelihatannya @gojekindonesia pasti ngasi diskon 15rb. Contoh nih. Good deal toh?  pic.twitter.com/JkmYNet7PJ",1
"an open tweet for @gojekindonesia.
Saya membeli paket voucher bayar 150k, dapat kupon diskon 15rb sebanyak 30 buah. Sebuah penawaran yg sgt menarik, dan saya pernah membeli paket serupa sebelumnya. 
Sayangnya, pembelian periode ini menurut saya mengandung scam.  pic.twitter.com/5VXWomdrBL",1
Cashback n promo nya banyakan pake gopay @gojekindonesia apa pake ovo @GrabID,1
"I love @gojekindonesia sering-sering kasih voucher gofood gini dong, kan sebagai anak kos aku sangat senang ❤️",1
"Terimakasih Gopay - @gojekindonesia  atas cashback 50%nya.
Jam segini rela makan cheeseeburger & double choco pie nya @McDonalds .",1
"Aku sih cm mau bayar uang kuliah pake gopay biar cashback 50%, semoga gojek bs secepatnya bekerjasama dgn kampus ak🥰 #gopayday @gojekindonesia",1
Dari pada makan temen mending pesen makanan di app Gofoodnya @gojekindonesia pake #Gopay #GopayPayDay,1
Hallo @gojekindonesia rekomendasikan dia cemilan tengah malam 😂,1
